constraint_name,constraint_type,table_name,column_names,reference_table,reference_columns,check_expression,on_delete,on_update,enforcement_type,create_yn,description
FK_TB_SALES_ANNC_02,FK,TB_SALES_ANNC,REVIEW_CONTACT_ID,TB_SYS_USER,USER_ID,,RESTRICT,RESTRICT,APPLICATION,N,사업공고 검토 담당 사용자 애플리케이션 참조
FK_TB_SALES_ANNC_COLLECT_TGT_INST_01,FK,TB_SALES_ANNC_COLLECT_TGT_INST,COLLECT_COND_ID,TB_SALES_ANNC_COLLECT_COND,COLLECT_COND_ID,,RESTRICT,RESTRICT,APPLICATION,N,수집대상기관의 수집조건 애플리케이션 참조
FK_TB_SALES_ANNC_COLLECT_KWD_01,FK,TB_SALES_ANNC_COLLECT_KWD,COLLECT_COND_ID,TB_SALES_ANNC_COLLECT_COND,COLLECT_COND_ID,,RESTRICT,RESTRICT,APPLICATION,N,수집키워드의 수집조건 애플리케이션 참조
FK_TB_SALES_ANNC_COLLECT_HIST_01,FK,TB_SALES_ANNC_COLLECT_HIST,COLLECT_COND_ID,TB_SALES_ANNC_COLLECT_COND,COLLECT_COND_ID,,RESTRICT,RESTRICT,APPLICATION,N,수집이력의 수집조건 애플리케이션 참조
FK_TB_SALES_ANNC_COLLECT_ORGNL_01,FK,TB_SALES_ANNC_COLLECT_ORGNL,COLLECT_HIST_ID,TB_SALES_ANNC_COLLECT_HIST,COLLECT_HIST_ID,,RESTRICT,RESTRICT,APPLICATION,N,수집원문의 수집이력 애플리케이션 참조
FK_TB_SALES_ANNC_REL_RCV_01,FK,TB_SALES_ANNC_REL_RCV,COLLECT_ORGNL_ID,TB_SALES_ANNC_COLLECT_ORGNL,COLLECT_ORGNL_ID,,RESTRICT,RESTRICT,APPLICATION,N,연계수신의 수집원문 애플리케이션 참조
FK_TB_SALES_ANNC_REL_RCV_02,FK,TB_SALES_ANNC_REL_RCV,ANNC_ID,TB_SALES_ANNC,ANNC_ID,,RESTRICT,RESTRICT,APPLICATION,N,반영된 사업공고 애플리케이션 참조
FK_TB_SALES_ANNC_OPPTY_REL_01,FK,TB_SALES_ANNC_OPPTY_REL,ANNC_ID,TB_SALES_ANNC,ANNC_ID,,RESTRICT,RESTRICT,DATABASE,Y,공고 전환 관계의 사업공고 참조 무결성
FK_TB_SALES_ANNC_OPPTY_REL_02,FK,TB_SALES_ANNC_OPPTY_REL,SALES_OPPTY_ID,TB_SALES_OPPTY,SALES_OPPTY_ID,,RESTRICT,RESTRICT,DATABASE,Y,공고 전환 관계의 영업기회 참조 무결성
FK_TB_SALES_ANNC_OPPTY_REL_03,FK,TB_SALES_ANNC_OPPTY_REL,CONVERT_USER_ID,TB_SYS_USER,USER_ID,,RESTRICT,RESTRICT,APPLICATION,N,영업기회 전환 사용자 애플리케이션 참조
FK_TB_SALES_OPPTY_01,FK,TB_SALES_OPPTY,CUST_ID,TB_CUST_MST,CUST_ID,,RESTRICT,RESTRICT,APPLICATION,N,영업기회의 고객사 애플리케이션 참조
FK_TB_SALES_OPPTY_02,FK,TB_SALES_OPPTY,CONTACT_ID,TB_SYS_USER,USER_ID,,RESTRICT,RESTRICT,APPLICATION,N,영업기회 담당 사용자 애플리케이션 참조
FK_TB_SALES_FEAS_ANALYSIS_01,FK,TB_SALES_FEAS_ANALYSIS,SALES_OPPTY_ID,TB_SALES_OPPTY,SALES_OPPTY_ID,,RESTRICT,RESTRICT,DATABASE,Y,사업성분석의 영업기회 참조 무결성
FK_TB_SALES_PRPSL_01,FK,TB_SALES_PRPSL,ANNC_ID,TB_SALES_ANNC,ANNC_ID,,RESTRICT,RESTRICT,DATABASE,Y,제안의 사업공고 참조 무결성
FK_TB_SALES_ORDER_RCV_01,FK,TB_SALES_ORDER_RCV,PRPSL_ID,TB_SALES_PRPSL,PRPSL_ID,,RESTRICT,RESTRICT,DATABASE,Y,수주의 제안 참조 무결성
CK_TB_SALES_ANNC_01,CK,TB_SALES_ANNC,REBID_YN,,,"REBID_YN IN ('Y','N')",,,DATABASE,Y,재입찰여부 허용값 검사
CK_TB_SALES_ANNC_02,CK,TB_SALES_ANNC,EMRG_ANNC_YN,,,"EMRG_ANNC_YN IN ('Y','N')",,,DATABASE,Y,긴급공고여부 허용값 검사
CK_TB_SALES_ANNC_03,CK,TB_SALES_ANNC,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
CK_TB_SALES_ANNC_04,CK,TB_SALES_ANNC,BUDGET_AMT,,,BUDGET_AMT IS NULL OR BUDGET_AMT >= 0,,,DATABASE,Y,예산금액 음수 방지
CK_TB_SALES_ANNC_05,CK,TB_SALES_ANNC,BID_START_DTM|BID_END_DTM,,,"BID_END_DTM IS NULL OR BID_START_DTM IS NULL OR BID_END_DTM >= BID_START_DTM",,,DATABASE,Y,입찰 개시와 마감 일시 순서 검사
CK_TB_SALES_ANNC_06,CK,TB_SALES_ANNC,BID_END_DTM|BID_OPEN_DTM,,,"BID_OPEN_DTM IS NULL OR BID_END_DTM IS NULL OR BID_OPEN_DTM >= BID_END_DTM",,,DATABASE,Y,입찰 마감과 개찰 일시 순서 검사
CK_TB_SALES_ANNC_07,CK,TB_SALES_ANNC,BID_ANNC_NO|BID_ANNC_ORD,,,"(BID_ANNC_NO IS NULL AND BID_ANNC_ORD IS NULL) OR (BID_ANNC_NO IS NOT NULL AND BID_ANNC_ORD IS NOT NULL AND BID_ANNC_ORD >= 0)",,,DATABASE,Y,외부 입찰공고번호와 차수의 조건부 필수성 검사
CK_TB_SALES_ANNC_08,CK,TB_SALES_ANNC,ANNC_ID|ORGNL_ANNC_ID,,,ORGNL_ANNC_ID IS NULL OR ORGNL_ANNC_ID <> ANNC_ID,,,DATABASE,Y,사업공고 자기참조 방지
CK_TB_SALES_ANNC_09,CK,TB_SALES_ANNC,REVIEW_CONTACT_ID|REVIEW_DTM,,,"(REVIEW_CONTACT_ID IS NULL AND REVIEW_DTM IS NULL) OR (REVIEW_CONTACT_ID IS NOT NULL AND REVIEW_DTM IS NOT NULL)",,,DATABASE,Y,검토 담당자와 검토일시 일관성 검사
CK_TB_SALES_ANNC_10,CK,TB_SALES_ANNC,BID_RESULT_CD|RESULT_CNFM_DTM|RESULT_CNFM_MTHD_CD,,,"(BID_RESULT_CD IS NULL AND RESULT_CNFM_DTM IS NULL AND RESULT_CNFM_MTHD_CD IS NULL) OR (BID_RESULT_CD IS NOT NULL AND RESULT_CNFM_DTM IS NOT NULL AND RESULT_CNFM_MTHD_CD IS NOT NULL)",,,DATABASE,Y,입찰결과와 결과확인정보 일관성 검사
CK_TB_SALES_ANNC_COLLECT_COND_01,CK,TB_SALES_ANNC_COLLECT_COND,COLLECT_TGT_START_DT|COLLECT_TGT_END_DT,,,"COLLECT_TGT_END_DT IS NULL OR COLLECT_TGT_START_DT IS NULL OR COLLECT_TGT_END_DT >= COLLECT_TGT_START_DT",,,DATABASE,Y,수집대상 시작과 종료 일자 순서 검사
CK_TB_SALES_ANNC_COLLECT_COND_02,CK,TB_SALES_ANNC_COLLECT_COND,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
CK_TB_SALES_ANNC_COLLECT_TGT_INST_01,CK,TB_SALES_ANNC_COLLECT_TGT_INST,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
CK_TB_SALES_ANNC_COLLECT_KWD_01,CK,TB_SALES_ANNC_COLLECT_KWD,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
CK_TB_SALES_ANNC_COLLECT_HIST_01,CK,TB_SALES_ANNC_COLLECT_HIST,RSP_CNT|NEW_CNT|CHG_CNT|DUP_CNT|ERR_CNT,,,"RSP_CNT >= 0 AND NEW_CNT >= 0 AND CHG_CNT >= 0 AND DUP_CNT >= 0 AND ERR_CNT >= 0",,,DATABASE,Y,수집 처리 건수 음수 방지
CK_TB_SALES_ANNC_COLLECT_HIST_02,CK,TB_SALES_ANNC_COLLECT_HIST,COLLECT_START_DTM|COLLECT_END_DTM,,,"COLLECT_END_DTM IS NULL OR COLLECT_END_DTM >= COLLECT_START_DTM",,,DATABASE,Y,수집 시작과 종료 일시 순서 검사
CK_TB_SALES_ANNC_COLLECT_HIST_03,CK,TB_SALES_ANNC_COLLECT_HIST,INQ_START_DTM|INQ_END_DTM,,,"INQ_END_DTM IS NULL OR INQ_START_DTM IS NULL OR INQ_END_DTM >= INQ_START_DTM",,,DATABASE,Y,조회 시작과 종료 일시 순서 검사
CK_TB_SALES_ANNC_REL_RCV_01,CK,TB_SALES_ANNC_REL_RCV,REPROC_CNT,,,REPROC_CNT >= 0,,,DATABASE,Y,재처리횟수 음수 방지
CK_TB_SALES_ANNC_REL_RCV_02,CK,TB_SALES_ANNC_REL_RCV,REL_PROC_STATUS_CD|ANNC_ID|BIZ_ANNC_REFLECT_DTM,,,"REL_PROC_STATUS_CD <> 'REFLECTED' OR (ANNC_ID IS NOT NULL AND BIZ_ANNC_REFLECT_DTM IS NOT NULL)",,,DATABASE,Y,반영완료 상태의 사업공고와 반영일시 필수성 검사
CK_TB_SALES_OPPTY_01,CK,TB_SALES_OPPTY,EST_AMT,,,EST_AMT IS NULL OR EST_AMT >= 0,,,DATABASE,Y,예상금액 음수 방지
CK_TB_SALES_OPPTY_02,CK,TB_SALES_OPPTY,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
CK_TB_SALES_FEAS_ANALYSIS_01,CK,TB_SALES_FEAS_ANALYSIS,EST_REV_AMT|EST_COST_AMT|EST_ASSIGN_MM,,,"(EST_REV_AMT IS NULL OR EST_REV_AMT >= 0) AND (EST_COST_AMT IS NULL OR EST_COST_AMT >= 0) AND (EST_ASSIGN_MM IS NULL OR EST_ASSIGN_MM >= 0)",,,DATABASE,Y,사업성분석 예상값 음수 방지
CK_TB_SALES_FEAS_ANALYSIS_02,CK,TB_SALES_FEAS_ANALYSIS,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
CK_TB_SALES_PRPSL_01,CK,TB_SALES_PRPSL,SUBMIT_DT|PRSNT_DT,,,"PRSNT_DT IS NULL OR SUBMIT_DT IS NULL OR PRSNT_DT >= SUBMIT_DT",,,DATABASE,Y,제안 제출일과 발표일 순서 검사
CK_TB_SALES_PRPSL_02,CK,TB_SALES_PRPSL,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
CK_TB_SALES_ORDER_RCV_01,CK,TB_SALES_ORDER_RCV,ORD_RCV_YN,,,"ORD_RCV_YN IN ('Y','N')",,,DATABASE,Y,수주여부 허용값 검사
CK_TB_SALES_ORDER_RCV_02,CK,TB_SALES_ORDER_RCV,ORD_RCV_YN|ORD_RCV_AMT|ORD_RCV_DT,,,"(ORD_RCV_YN = 'Y' AND ORD_RCV_AMT IS NOT NULL AND ORD_RCV_AMT >= 0 AND ORD_RCV_DT IS NOT NULL) OR (ORD_RCV_YN = 'N' AND ORD_RCV_AMT IS NULL AND ORD_RCV_DT IS NULL)",,,DATABASE,Y,수주여부와 수주금액 및 수주일자 일관성 검사
CK_TB_SALES_ORDER_RCV_03,CK,TB_SALES_ORDER_RCV,DEL_YN,,,"DEL_YN IN ('Y','N')",,,DATABASE,Y,삭제여부 허용값 검사
